t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
38500,3.8516119999999997e-08,-2.8757750000000001e-15,-11.99911,-18.31119,14.600009999999999,-7.1397090000000001e-06,0.0014235719999999999,3.0264039999999998e-09,-3.0264039999999998e-09,11.60407
39000,3.9017169999999999e-08,-3.1309720000000001e-15,-11.99906,-18.275099999999998,14.600009999999999,-7.7574779999999997e-06,0.0014978470000000001,3.1539990000000002e-09,-3.1539990000000002e-09,11.60406
39500,3.951828e-08,-3.408257e-15,-11.99901,-18.239080000000001,14.600009999999999,-8.4271329999999996e-06,0.00157489,3.2850599999999998e-09,-3.2850599999999998e-09,11.60406
40000,4.0019439999999997e-08,-3.7094850000000004e-15,-11.99896,-18.203150000000001,14.600009999999999,-9.1528089999999995e-06,0.001654759,3.4196189999999999e-09,-3.4196189999999999e-09,11.60406
40500,4.0520669999999997e-08,-4.0366589999999998e-15,-11.99891,-18.167300000000001,14.600020000000001,-9.9389379999999996e-06,0.0017375120000000001,3.5577089999999998e-09,-3.5577089999999998e-09,11.60406
41000,4.1021949999999999e-08,-4.3919419999999998e-15,-11.998860000000001,-18.131550000000001,14.600020000000001,-1.079026e-05,0.001823206,3.6993609999999998e-09,-3.6993609999999998e-09,11.60406
41500,4.1523299999999997e-08,-4.7776650000000003e-15,-11.998799999999999,-18.095890000000001,14.600020000000001,-1.1711859999999999e-05,0.0019118990000000001,3.844606e-09,-3.844606e-09,11.60406
42000,4.2024719999999998e-08,-5.196342e-15,-11.99874,-18.06033,14.600020000000001,-1.2709139999999999e-05,0.00200365,3.9934740000000003e-09,-3.9934740000000003e-09,11.60406
42500,4.2526199999999997e-08,-5.6506780000000001e-15,-11.99868,-18.02487,14.600020000000001,-1.378789e-05,0.0020985140000000001,4.1459929999999998e-09,-4.1459929999999998e-09,11.60406
43000,4.3027760000000003e-08,-6.1435869999999999e-15,-11.998620000000001,-17.989529999999998,14.600020000000001,-1.495427e-05,0.0021965510000000001,4.3021909999999999e-09,-4.3021909999999999e-09,11.60406
43500,4.3529389999999997e-08,-6.6782029999999998e-15,-11.99855,-17.95431,14.60003,-1.6214820000000001e-05,0.0022978170000000002,4.4620950000000002e-09,-4.4620950000000002e-09,11.60406
44000,4.4031090000000001e-08,-7.2578919999999997e-15,-11.99849,-17.91921,14.60003,-1.7576510000000001e-05,0.0024023680000000002,4.6257309999999998e-09,-4.6257309999999998e-09,11.60406
44500,4.4532869999999997e-08,-7.8862709999999993e-15,-11.998419999999999,-17.884239999999998,14.60003,-1.9046699999999998e-05,0.0025102620000000001,4.7931249999999996e-09,-4.7931249999999996e-09,11.60406
45000,4.5034740000000002e-08,-8.5672180000000008e-15,-11.99835,-17.849409999999999,14.60003,-2.0633200000000001e-05,0.0026215549999999998,4.9643000000000003e-09,-4.9643000000000003e-09,11.60406
45500,4.553669e-08,-9.3048910000000002e-15,-11.99827,-17.814720000000001,14.60004,-2.2344249999999999e-05,0.0027363040000000002,5.1392790000000002e-09,-5.1392790000000002e-09,11.60406
46000,4.6038729999999999e-08,-1.010374e-14,-11.998200000000001,-17.780190000000001,14.60004,-2.418854e-05,0.002854564,5.3180860000000002e-09,-5.3180860000000002e-09,11.60406
46500,4.6540849999999998e-08,-1.0968530000000001e-14,-11.99812,-17.745809999999999,14.60004,-2.61752e-05,0.002976392,5.5007420000000004e-09,-5.5007420000000004e-09,11.60406
47000,4.7043070000000002e-08,-1.1904349999999999e-14,-11.99804,-17.711600000000001,14.60005,-2.83138e-05,0.0031018410000000001,5.6872669999999998e-09,-5.6872669999999998e-09,11.60406
47500,4.7545389999999998e-08,-1.291661e-14,-11.997949999999999,-17.677579999999999,14.60005,-3.061436e-05,0.0032309679999999999,5.8776820000000001e-09,-5.8776820000000001e-09,11.60406
48000,4.8047799999999997e-08,-1.401112e-14,-11.997859999999999,-17.643730000000001,14.600059999999999,-3.308734e-05,0.0033638280000000001,6.0720040000000002e-09,-6.0720040000000002e-09,11.60406
48500,4.8550319999999997e-08,-1.519403e-14,-11.997769999999999,-17.61009,14.600059999999999,-3.5743600000000001e-05,0.0035004739999999999,6.2702520000000002e-09,-6.2702520000000002e-09,11.60406
49000,4.9052940000000003e-08,-1.6471869999999999e-14,-11.997680000000001,-17.576650000000001,14.600070000000001,-3.8594399999999998e-05,0.0036409609999999999,6.4724440000000001e-09,-6.4724440000000001e-09,11.60406
49500,4.9555669999999998e-08,-1.78516e-14,-11.997590000000001,-17.543430000000001,14.600070000000001,-4.1651379999999998e-05,0.0037853420000000001,6.6785949999999997e-09,-6.6785949999999997e-09,11.60406
50000,5.0058519999999998e-08,-1.9340570000000001e-14,-11.997490000000001,-17.510439999999999,14.60008,-4.4926509999999998e-05,0.0039336700000000002,6.8887199999999998e-09,-6.8887199999999998e-09,11.60406
50500,5.0561470000000003e-08,-2.0946570000000001e-14,-11.997389999999999,-17.477689999999999,14.60008,-4.8432050000000003e-05,0.0040859980000000004,7.1028350000000003e-09,-7.1028350000000003e-09,11.604050000000001
51000,5.1064550000000003e-08,-2.2677810000000001e-14,-11.99728,-17.445180000000001,14.60009,-5.2180520000000001e-05,0.0042423790000000001,7.3209529999999998e-09,-7.3209529999999998e-09,11.604050000000001
51500,5.1567750000000002e-08,-2.4542959999999999e-14,-11.99718,-17.412939999999999,14.600099999999999,-5.6184619999999999e-05,0.0044028649999999997,7.5430869999999997e-09,-7.5430869999999997e-09,11.604050000000001
52000,5.2071069999999999e-08,-2.6551120000000001e-14,-11.997070000000001,-17.380980000000001,14.600099999999999,-6.0457200000000001e-05,0.0045675070000000002,7.7692479999999996e-09,-7.7692479999999996e-09,11.604050000000001
52500,5.2574530000000002e-08,-2.8711870000000002e-14,-11.99695,-17.349299999999999,14.600110000000001,-6.5011170000000003e-05,0.0047363550000000003,7.9994490000000002e-09,-7.9994490000000002e-09,11.604050000000001
53000,5.3078110000000003e-08,-3.1035220000000002e-14,-11.996840000000001,-17.317920000000001,14.60012,-6.9859409999999998e-05,0.0049094610000000004,8.2336989999999995e-09,-8.2336989999999995e-09,11.604050000000001
53500,5.3581839999999998e-08,-3.3531660000000001e-14,-11.99672,-17.286850000000001,14.60013,-7.5014729999999994e-05,0.0050868750000000003,8.4720080000000006e-09,-8.4720080000000006e-09,11.604050000000001
54000,5.4085700000000002e-08,-3.6212110000000003e-14,-11.996589999999999,-17.25611,14.60014,-8.0489769999999994e-05,0.0052686460000000001,8.7143839999999995e-09,-8.7143839999999995e-09,11.604050000000001
